source_sheet,date,kind,start_time,restoration_time,equipment,panel,minute_lost
Outage & Limitation,2025-06-23,outage,15:18:00,15:58:00,"OG.1, GSK.3",J02,40.0
Outage & Limitation,2025-06-23,limitation,15:18:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-23,outage,15:18:00,18:00:00,"OG.2, GSK.2",J03,162.0
Outage & Limitation,2025-06-24,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Outage & Limitation,2025-06-24,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-25,outage,06:00:00,17:56:00,"OG.2, GSK.2",J03,716.0
Outage & Limitation,2025-06-25,limitation,06:00:00,17:56:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-06-25,outage,14:00:00,18:00:00,OG.3,J14,240.0
Outage & Limitation,2025-06-25,limitation,15:28:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-26,outage,06:00:00,18:00:00,OG.3,J14,720.0
Outage & Limitation,2025-06-26,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-27,outage,06:00:00,18:00:00,OG.3,J14,720.0
Outage & Limitation,2025-06-27,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-28,outage,06:00:00,18:00:00,OG.3,J14,720.0
Outage & Limitation,2025-06-28,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-29,outage,06:00:00,18:00:00,OG.3,J14,720.0
Outage & Limitation,2025-06-29,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-06-30,outage,06:00:00,18:00:00,OG.3,J14,720.0
Outage & Limitation,2025-06-30,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-01,outage,06:00:00,15:04:00,OG.3,J14,544.0
Outage & Limitation,2025-07-01,limitation,06:00:00,17:03:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-04,outage,11:23:00,11:46:00,"OG.1, GSK.3",J02,23.0
Outage & Limitation,2025-07-04,limitation,11:23:00,11:48:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-04,outage,11:24:00,11:48:00,"OG.2, GSK.2",J03,24.0
Outage & Limitation,2025-07-04,outage,18:01:00,19:37:00,"OG.3, NST.5",J14,0.0
Outage & Limitation,2025-07-04,outage,18:02:00,21:47:00,"OG.4, NST.2",J13,0.0
Outage & Limitation,2025-07-04,outage,18:03:00,20:03:00,"OG.5, NST.3",J11,0.0
Outage & Limitation,2025-07-05,outage,07:06:00,07:37:00,"OG.3, NST.5",J14,31.0
Outage & Limitation,2025-07-05,limitation,06:22:00,07:46:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-05,outage,07:07:00,07:42:00,"OG.4, NST.2",J13,35.0
Outage & Limitation,2025-07-05,outage,06:22:00,07:43:00,"OG.5, NST.3",J11,81.0
Outage & Limitation,2025-07-07,outage,04:36:00,05:36:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-07-07,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-07,outage,04:37:00,23:23:00,"OG.2, GSK.2",J03,720.0
Outage & Limitation,2025-07-07,outage,12:29:00,13:30:00,"OG.3, NST.5",J14,61.0
Outage & Limitation,2025-07-07,limitation,12:29:00,13:32:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-07,outage,12:56:00,13:31:00,"OG.4, NST.2",J13,35.0
Outage & Limitation,2025-07-07,outage,12:57:00,13:32:00,"OG.5, NST.3",J11,35.0
Outage & Limitation,2025-07-11,outage,16:28:00,16:47:00,"OG.3, NST.5",J14,19.0
Outage & Limitation,2025-07-11,limitation,16:28:00,16:49:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-11,outage,16:29:00,16:48:00,"OG.4, NST.2",J13,19.0
Outage & Limitation,2025-07-11,outage,16:30:00,16:49:00,"OG.5, NST.3",J11,19.0
Outage & Limitation,2025-07-14,outage,15:43:00,18:00:00,"OG.4, NST.2",J13,137.0
Outage & Limitation,2025-07-14,limitation,15:37:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-14,outage,15:51:00,18:00:00,"OG.5, NST.3",J11,129.0
Outage & Limitation,2025-07-14,outage,17:49:00,18:21:00,"OG.1, GSK.3",J02,11.0
Outage & Limitation,2025-07-14,limitation,17:49:00,18:21:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-14,outage,17:49:00,23:59:00,"OG.2, GSK.2",J03,11.0
Outage & Limitation,2025-07-15,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Outage & Limitation,2025-07-15,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-15,outage,06:00:00,18:00:00,"OG.4, NST.2",J13,720.0
Outage & Limitation,2025-07-15,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-15,outage,06:00:00,11:35:00,"OG.5, NST.3",J11,335.0
Outage & Limitation,2025-07-15,outage,13:06:00,17:58:00,"OG.5, NST.3",J11,292.0
Outage & Limitation,2025-07-16,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Outage & Limitation,2025-07-16,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-16,outage,06:00:00,09:23:00,"OG.4, NST.2",J13,203.0
Outage & Limitation,2025-07-16,limitation,06:00:00,11:51:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-16,outage,09:43:00,10:09:00,"OG.3, NST.5",J14,26.0
Outage & Limitation,2025-07-16,outage,09:43:00,11:18:00,"OG.4, NST.2",J13,95.0
Outage & Limitation,2025-07-16,outage,09:44:00,10:04:00,"OG.5, NST.3",J11,20.0
Outage & Limitation,2025-07-16,outage,10:20:00,10:36:00,"OG.3, NST.5",J14,16.0
Outage & Limitation,2025-07-16,outage,10:21:00,10:40:00,"OG.5, NST.3",J11,19.0
Outage & Limitation,2025-07-16,limitation,14:50:00,15:41:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-16,outage,16:36:00,19:30:00,"OG.1, GSK.3",J02,84.0
Outage & Limitation,2025-07-17,outage,06:00:00,09:07:00,"OG.2, GSK.2",J03,187.0
Outage & Limitation,2025-07-17,limitation,06:00:00,09:19:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-17,limitation,10:10:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-23,limitation,14:37:00,14:49:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-23,outage,14:11:00,15:07:00,"OG.3, NST.5",J14,56.0
Outage & Limitation,2025-07-23,limitation,14:38:00,15:10:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-23,outage,14:12:00,14:58:00,"OG.4, NST.2",J13,46.0
Outage & Limitation,2025-07-23,outage,14:12:00,14:58:00,"OG.5, NST.3",J11,46.0
Outage & Limitation,2025-07-25,limitation,10:46:00,11:35:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-28,limitation,14:39:00,17:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-07-30,outage,07:19:00,08:07:00,"OG.3, NST.5",J14,48.0
Outage & Limitation,2025-07-30,limitation,07:13:00,08:17:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-30,outage,07:19:00,08:07:00,"OG.4, NST.2",J13,48.0
Outage & Limitation,2025-07-30,outage,07:19:00,08:07:00,"OG.5, NST.3",J11,48.0
Outage & Limitation,2025-07-31,outage,16:35:00,23:59:00,"OG.3, NST.5",J14,85.0
Outage & Limitation,2025-07-31,limitation,16:12:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-07-31,outage,16:12:00,16:53:00,"OG.4, NST.2",J13,41.0
Outage & Limitation,2025-07-31,outage,16:15:00,23:59:00,"OG.5, NST.3",J11,105.0
Outage & Limitation,2025-07-31,outage,18:24:00,23:59:00,"OG.4, NST.2",J13,0.0
Outage & Limitation,2025-08-01,outage,00:00:00,17:39:00,"OG.3, NST.5",J14,699.0
Outage & Limitation,2025-08-01,limitation,06:00:00,19:56:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-01,outage,00:00:00,03:01:00,"OG.4, NST.2",J13,0.0
Outage & Limitation,2025-08-01,outage,00:00:00,03:16:00,"OG.5, NST.3",J11,0.0
Outage & Limitation,2025-08-01,outage,07:16:00,07:30:00,"OG.1, GSK.3",J02,14.0
Outage & Limitation,2025-08-01,limitation,07:16:00,10:10:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-01,outage,07:16:00,10:06:00,"OG.2, GSK.2",J03,170.0
Outage & Limitation,2025-08-01,outage,12:34:00,12:48:00,"OG.1, GSK.3",J02,14.0
Outage & Limitation,2025-08-01,limitation,12:34:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-01,outage,12:34:00,18:00:00,"OG.2, GSK.2",J03,326.0
Outage & Limitation,2025-08-02,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Outage & Limitation,2025-08-02,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-02,outage,12:29:00,12:44:00,"OG.1, GSK.3",J02,15.0
Outage & Limitation,2025-08-03,outage,06:00:00,19:16:00,"OG.2, GSK.2",J03,720.0
Outage & Limitation,2025-08-03,limitation,06:00:00,20:18:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-04,limitation,14:06:00,15:08:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-05,outage,06:32:00,06:45:00,"OG.1, GSK.3",J02,13.0
Outage & Limitation,2025-08-05,limitation,06:32:00,06:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-05,outage,06:32:00,06:53:00,"OG.2, GSK.2",J03,21.0
Outage & Limitation,2025-08-07,outage,14:13:00,18:00:00,"OG.1, GSK.3",J02,227.0
Outage & Limitation,2025-08-07,limitation,14:13:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-07,outage,14:13:00,14:24:00,"OG.2, GSK.2",J03,11.0
Outage & Limitation,2025-08-08,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-08-08,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-09,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-08-09,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-09,outage,13:18:00,14:34:00,"OG.3, NST.5",J14,76.0
Outage & Limitation,2025-08-09,limitation,13:18:00,14:56:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-09,outage,13:18:00,14:27:00,"OG.4, NST.2",J13,69.0
Outage & Limitation,2025-08-09,outage,13:18:00,14:56:00,"OG.5, NST.3",J11,98.0
Outage & Limitation,2025-08-10,outage,06:00:00,07:10:00,"OG.1, GSK.3",J02,70.0
Outage & Limitation,2025-08-10,limitation,06:00:00,07:46:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-13,outage,11:32:00,18:54:00,"OG.3, NST.5",J14,388.0
Outage & Limitation,2025-08-13,limitation,11:32:00,18:54:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-13,outage,11:32:00,18:14:00,"OG.4, NST.2",J13,388.0
Outage & Limitation,2025-08-13,outage,11:32:00,18:15:00,"OG.5, NST.3",J11,388.0
Outage & Limitation,2025-08-14,limitation,13:39:00,23:59:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-15,limitation,06:00:00,15:32:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-15,limitation,11:32:00,12:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-16,outage,18:56:00,23:59:00,"OG.3, NST.5",J14,0.0
Outage & Limitation,2025-08-16,limitation,18:56:00,23:59:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-16,outage,18:56:00,23:59:00,"OG.4, NST.2",J13,0.0
Outage & Limitation,2025-08-16,outage,18:56:00,23:59:00,"OG.5, NST.3",J11,0.0
Outage & Limitation,2025-08-17,outage,06:00:00,23:58:00,"OG.3, NST.5",J14,720.0
Outage & Limitation,2025-08-17,limitation,06:00:00,23:58:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-17,outage,06:00:00,23:58:00,"OG.4, NST.2",J13,720.0
Outage & Limitation,2025-08-17,outage,06:00:00,23:58:00,"OG.5, NST.3",J11,720.0
Outage & Limitation,2025-08-19,outage,12:26:00,20:10:00,"OG.1, GSK.3",J02,334.0
Outage & Limitation,2025-08-19,limitation,12:25:00,20:16:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-19,outage,12:25:00,12:52:00,"OG.2, GSK.2",J03,27.0
Outage & Limitation,2025-08-19,outage,13:41:00,13:45:00,"OG.3, NST.5",J14,4.0
Outage & Limitation,2025-08-19,limitation,13:41:00,13:45:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-19,outage,13:41:00,13:45:00,"OG.4, NST.2",J13,4.0
Outage & Limitation,2025-08-19,outage,13:41:00,13:45:00,"OG.5, NST.3",J11,4.0
Outage & Limitation,2025-08-25,outage,08:15:00,09:08:00,"OG.3, NST.5",J14,53.0
Outage & Limitation,2025-08-25,limitation,08:15:00,09:11:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-25,outage,08:15:00,09:08:00,"OG.4, NST.2",J13,53.0
Outage & Limitation,2025-08-25,outage,08:15:00,09:09:00,"OG.5, NST.3",J11,54.0
Outage & Limitation,2025-08-27,outage,07:59:00,08:35:00,"OG.3, NST.5",J14,36.0
Outage & Limitation,2025-08-27,limitation,07:59:00,08:48:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-08-27,outage,07:59:00,08:38:00,"OG.4, NST.2",J13,39.0
Outage & Limitation,2025-08-27,outage,07:59:00,08:45:00,"OG.5, NST.3",J11,46.0
Outage & Limitation,2025-08-29,outage,16:45:00,17:05:00,"OG.1, GSK.3",J02,20.0
Outage & Limitation,2025-08-29,limitation,16:45:00,17:05:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-08-29,outage,16:45:00,17:01:00,"OG.2, GSK.2",J03,16.0
Outage & Limitation,2025-09-02,outage,11:10:00,20:25:00,"OG.1, GSK.3",J02,410.0
Outage & Limitation,2025-09-02,limitation,11:08:00,20:28:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-02,outage,11:08:00,11:32:00,"OG.2, GSK.2",J03,24.0
Outage & Limitation,2025-09-02,outage,15:18:00,15:40:00,"OG.2, GSK.2",J03,22.0
Outage & Limitation,2025-09-06,outage,19:17:00,23:59:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-09-07,outage,00:00:00,18:27:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-09-07,limitation,06:30:00,18:36:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-09,limitation,12:37:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-10,limitation,06:00:00,07:08:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-10,outage,17:40:00,18:12:00,"OG.3, NST.5",J14,20.0
Outage & Limitation,2025-09-10,limitation,17:20:00,23:59:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-10,outage,17:40:00,18:17:00,"OG.4, NST.2",J13,20.0
Outage & Limitation,2025-09-10,outage,17:40:00,19:45:00,"OG.5, NST.3",J11,20.0
Outage & Limitation,2025-09-11,limitation,00:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-12,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-12,outage,11:54:00,12:20:00,"OG.3, NST.5",J14,26.0
Outage & Limitation,2025-09-12,outage,11:54:00,12:13:00,"OG.4, NST.2",J13,19.0
Outage & Limitation,2025-09-12,outage,11:54:00,12:16:00,"OG.5, NST.3",J11,22.0
Outage & Limitation,2025-09-12,outage,12:46:00,13:26:00,"OG.3, NST.5",J14,40.0
Outage & Limitation,2025-09-12,outage,12:46:00,13:00:00,"OG.4, NST.2",J13,14.0
Outage & Limitation,2025-09-12,outage,12:46:00,13:10:00,"OG.5, NST.3",J11,24.0
Outage & Limitation,2025-09-13,limitation,00:00:00,04:06:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-15,outage,17:41:00,17:59:00,"OG.3, NST.5",J14,18.0
Outage & Limitation,2025-09-15,limitation,17:39:00,22:13:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-16,outage,15:19:00,15:56:00,"OG.3, NST.5",J14,37.0
Outage & Limitation,2025-09-16,limitation,15:19:00,16:07:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-16,outage,15:19:00,15:33:00,"OG.4, NST.2",J13,14.0
Outage & Limitation,2025-09-16,outage,15:19:00,15:48:00,"OG.5, NST.3",J11,29.0
Outage & Limitation,2025-09-16,outage,21:59:00,23:59:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-09-17,outage,00:00:00,19:50:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-09-17,limitation,05:49:00,19:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-17,outage,13:46:00,14:07:00,"OG.3, NST.5",J14,21.0
Outage & Limitation,2025-09-17,limitation,13:46:00,14:24:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-17,outage,13:46:00,13:56:00,"OG.4, NST.2",J13,10.0
Outage & Limitation,2025-09-17,outage,13:46:00,14:14:00,"OG.5, NST.3",J11,28.0
Outage & Limitation,2025-09-22,outage,12:36:00,18:00:00,"OG.1, GSK.3",J02,324.0
Outage & Limitation,2025-09-22,limitation,12:36:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-22,outage,12:34:00,13:12:00,"OG.2, GSK.2",J03,38.0
Outage & Limitation,2025-09-23,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Outage & Limitation,2025-09-23,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-23,limitation,17:33:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-24,outage,06:00:00,10:34:00,"OG.1, GSK.3",J02,274.0
Outage & Limitation,2025-09-24,limitation,06:00:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-24,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-24,outage,22:15:00,23:59:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-09-24,outage,22:16:00,23:59:00,"OG.2, GSK.2",J03,0.0
Outage & Limitation,2025-09-25,outage,00:00:00,00:45:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-09-25,limitation,00:00:00,00:58:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-25,outage,00:00:00,00:51:00,"OG.2, GSK.2",J03,0.0
Outage & Limitation,2025-09-25,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-26,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-26,outage,10:57:00,13:51:00,"STS 6 - 10, STS BESS 1-3","J10, J11, J12, J13, J17/J06",174.0
Outage & Limitation,2025-09-26,outage,11:10:00,13:45:00,Busbar 2 Powerhouse,"J10, J14",155.0
Outage & Limitation,2025-09-26,outage,16:16:00,16:39:00,"OG.1, GSK.3",J02,23.0
Outage & Limitation,2025-09-26,limitation,16:14:00,16:44:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-09-26,outage,16:14:00,16:44:00,"OG.2, GSK.2",J03,30.0
Outage & Limitation,2025-09-29,outage,09:17:00,11:39:00,"STS 6 - 10, STS BESS 1-3","J10, J11, J12, J13, J17/J06",142.0
Outage & Limitation,2025-09-29,limitation,09:13:00,11:41:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-09-29,outage,09:20:00,11:34:00,Busbar 2 Powerhouse,"J10, J14",134.0
Outage & Limitation,2025-10-04,outage,05:59:00,07:04:00,"OG.1, GSK.3",J02,64.0
Outage & Limitation,2025-10-04,outage,07:53:00,13:34:00,"OG.1, GSK.3",J02,341.0
Outage & Limitation,2025-10-04,limitation,07:53:00,13:46:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-04,outage,07:53:00,13:35:00,"OG.2, GSK.2",J03,342.0
Outage & Limitation,2025-10-04,outage,15:33:00,15:45:00,"OG.1, GSK.3",J02,12.0
Outage & Limitation,2025-10-04,limitation,15:35:00,15:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-04,outage,17:05:00,23:59:00,"OG.1, GSK.3",J02,55.0
Outage & Limitation,2025-10-04,limitation,16:17:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-04,outage,17:06:00,23:59:00,"OG.2, GSK.2",J03,54.0
Outage & Limitation,2025-10-05,outage,00:00:00,01:50:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-10-05,limitation,00:00:00,02:10:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-05,outage,00:00:00,01:52:00,"OG.2, GSK.2",J03,0.0
Outage & Limitation,2025-10-09,outage,13:38:00,23:59:00,"OG.1, GSK.3",J02,262.0
Outage & Limitation,2025-10-09,limitation,13:38:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-09,outage,13:37:00,13:56:00,"OG.2, GSK.2",J03,19.0
Outage & Limitation,2025-10-10,outage,00:00:00,07:21:00,"OG.1, GSK.3",J02,81.0
Outage & Limitation,2025-10-10,limitation,06:00:00,07:50:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-12,outage,09:29:00,10:35:00,"OG.3, NST.5",J14,66.0
Outage & Limitation,2025-10-12,limitation,09:29:00,10:48:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-10-12,outage,09:29:00,10:42:00,"OG.4, NST.2",J13,73.0
Outage & Limitation,2025-10-12,outage,09:29:00,10:44:00,"OG.5, NST.3",J11,75.0
Outage & Limitation,2025-10-21,outage,13:17:00,13:45:00,"OG.1, GSK.3",J02,28.0
Outage & Limitation,2025-10-21,limitation,13:17:00,21:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-21,outage,13:19:00,20:27:00,"OG.2, GSK.2",J03,281.0
Outage & Limitation,2025-10-22,outage,08:18:00,08:42:00,"OG.3, NST.5",J14,24.0
Outage & Limitation,2025-10-22,limitation,08:18:00,08:58:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-10-22,outage,08:18:00,08:50:00,"OG.4, NST.2",J13,32.0
Outage & Limitation,2025-10-22,outage,08:18:00,08:58:00,"OG.5, NST.3",J11,40.0
Outage & Limitation,2025-10-22,outage,10:32:00,11:01:00,"OG.1, GSK.3",J02,29.0
Outage & Limitation,2025-10-22,limitation,10:32:00,11:16:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-10-22,outage,10:32:00,10:56:00,"OG.2, GSK.2",J03,24.0
Outage & Limitation,2025-11-02,outage,10:20:00,10:39:00,"OG.1, GSK.3",J02,19.0
Outage & Limitation,2025-11-02,limitation,10:20:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-11-02,outage,10:20:00,23:59:00,"OG.2, GSK.2",J03,460.0
Outage & Limitation,2025-11-02,outage,16:35:00,23:59:00,"OG.1, GSK.3",J02,85.0
Outage & Limitation,2025-11-03,outage,00:00:00,02:10:00,"OG.1, GSK.3",J02,0.0
Outage & Limitation,2025-11-03,limitation,00:00:00,04:43:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-11-03,outage,00:00:00,03:18:00,"OG.2, GSK.2",J03,0.0
Outage & Limitation,2025-11-03,outage,04:25:00,04:38:00,"OG.2, GSK.2",J03,0.0
Outage & Limitation,2025-11-03,limitation,15:44:00,15:57:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-11-04,outage,15:10:00,15:35:00,"OG.3, NST.5",J14,25.0
Outage & Limitation,2025-11-04,limitation,15:15:00,16:19:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-11-04,outage,15:10:00,15:59:00,"OG.4, NST.2",J13,49.0
Outage & Limitation,2025-11-04,outage,15:10:00,16:15:00,"OG.5, NST.3",J11,65.0
Outage & Limitation,2025-11-04,outage,16:29:00,17:51:00,"OG.3, NST.5",J14,82.0
Outage & Limitation,2025-11-04,limitation,16:29:00,17:58:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-11-04,outage,16:29:00,17:43:00,"OG.4, NST.2",J13,74.0
Outage & Limitation,2025-11-04,outage,16:29:00,17:55:00,"OG.5, NST.3",J11,86.0
Outage & Limitation,2025-11-05,outage,09:56:00,23:18:00,"OG.5, NST.3",J11,484.0
Outage & Limitation,2025-11-05,limitation,09:56:00,23:18:00,STS 6 - STS 10,"J10, J11, J12",
Outage & Limitation,2025-11-07,outage,14:45:00,18:54:00,"OG.2, GSK.2",J03,195.0
Outage & Limitation,2025-11-07,limitation,14:33:00,18:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-11-08,outage,09:28:00,13:17:00,"OG.1, GSK.3",J02,229.0
Outage & Limitation,2025-11-08,limitation,09:14:00,13:24:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-11-10,outage,09:07:00,09:45:00,"OG.1, GSK.3",J02,38.0
Outage & Limitation,2025-11-10,limitation,09:07:00,21:11:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-11-10,outage,09:07:00,21:01:00,"OG.2, GSK.2",J03,533.0
Outage & Limitation,2025-11-10,outage,09:56:00,15:23:00,"OG.1, GSK.3",J02,327.0
Outage & Limitation,2025-11-16,outage,14:22:00,14:58:00,"OG.1, GSK.3",J02,36.0
Outage & Limitation,2025-11-16,limitation,14:22:00,23:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Outage & Limitation,2025-11-16,outage,14:22:00,23:44:00,"OG.2, GSK.2",J03,218.0
Outage & Limitation,2025-11-17,limitation,00:00:00,00:26:00,STS 1 - STS 5,"J02, J03, J07, J08",
