source_sheet,date,maintenance_type,area,equipment,trouble_description,action,start_time,stop_time,status,is_weather_station
Februari 2025,2025-02-10,Corrective,Inverter,INV 209,Alarm Low Insulation Resistance,Continue troubleshooting by insulation resistance retest. A troubled MC4 connection has been replaced. Found on PV String S209-18 there is a damaged cable on the positive line. Repair is done with the replacement of cable,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-11,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-11,Corrective,Inverter,INV 121,Alarm PV String Loss,Continue troubleshooting by voltage test. Found on PV String S121-11 a cable that was detached from the crimping on the MC4 connector which caused an open circuit. Repair is done with the replacement of MC4,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-12,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-12,Preventive,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.2 GSK.2 which has been outage from January 23 due to power limitation on busbar 1 to Gersik Substation,09:40:00,10:05:00,Close,False
Februari 2025,2025-02-13,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-14,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-14,Preventive,PV Module and Inverter,PV Table and INV 209,Cable Tray Repair,Repairs were carried out to prevent cable damage due to rat bites,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-15,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-16,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-17,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-18,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-18,Corrective,Inverter,INV 219,Alarm Low Insulation Resistance,Troubleshooting by insulation resistance and voltage test. Found on PV String S219-04 there is damage in the negative cable line,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-18,Preventive,PLTS 20 kV Substation,MV Switchgear,External Outage,Request outage OG.3 and OG.4 because relocation of 20 kV Medium Voltage Network (JTM) due to IKN toll road project,09:40:00,13:51:00,Close,False
Februari 2025,2025-02-18,Corrective,Powerhouse and PLTS 20 kV Substation,"Busbar 1 MV Switchgear, Busbar 1 Powerhouse","External Trip Earth Fault stage 2 on OG.1 GSK.3 and Trip Undervoltage on Powerhouse Busbar 1 (Incoming 1, Incoming 2, and Outgoing 1 to PLTS 20 kV Substation) due to trip at GSK.3 in GSK Substation","Normal shutdown, Reset alarm relay, Close CB, and Normal start",22:52:00,01:23:00,Close,False
Februari 2025,2025-02-19,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-20,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-21,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-22,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-22,Corrective,Inverter,INV 210,Alarm Device Fault and Grid Loss,Troubleshooting by insulation resistance and voltage test. Found on MCCB of INV-210 on the LV STS 2 side was scorched as if it had been burned.,13:00:00,16:00:00,Open,False
Februari 2025,2025-02-22,Corrective,PLTS 20 kV Substation,MV Switchgear,"External Trip Earth Fault stage 1 on OG.1 GSK.3 and Trip Undervoltage on Powerhouse Busbar 1 (Incoming 1, Incoming 2, and Outgoing 1 to PLTS 20 kV Substation) due to trip at GSK.3 in GSK Substation","Normal shutdown, Reset alarm relay, Close CB, and Normal start",13:02:00,16:00:00,Close,False
Februari 2025,2025-02-22,Corrective,PLTS 20 kV Substation,MV Switchgear,Blown fuse on phase S of the 20 kV auxiliary transformer cubicle at GI PLTS,Temporary power supply line was established from the Powerhouse auxiliary transformer to the LVMDB panel at GI PLTS,16:00:00,04:00:00,Close,False
Februari 2025,2025-02-23,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-23,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth Fault stage 2 on OG.3 NST.5 due to trip at NST.3 in GIS Substation,"Normal shutdown, Reset alarm relay, Close CB, and Normal start",15:25:00,15:52:00,Close,False
Februari 2025,2025-02-24,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-24,Corrective,Powerhouse,STS 2,Unstable Communication,Fluctuation of STS 2 communication status in SCADA WebHMI indicates intermittent connection.,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-25,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-26,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-27,Corrective,GI-PLTS,LVMDB,"The power supply in the LVMDB panel is damaged, causing the control circuit of the LVMDB panel to be inoperative.","To supply DC power for the energy meter and relay, we connected a cable directly from the Power House to the 3-phase MCB leading to the DC charger.",09:50:00,16:40:00,Close,False
Februari 2025,2025-02-27,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Februari 2025,2025-02-28,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-01,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-01,Corrective,GI-PLTS,LVMDB,Incorrect busbar connection installation on the LVMDB panel at GI-PLTS,Removed the non-standard jumper cable and conducted a reinspection of the MCCB and busbar to ensure there was no permanent damage caused by overcurrent.,20:00:00,04:00:00,Close,False
Maret 2025,2025-03-02,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-03,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-03,Corrective,GI-PLTS,LVMDB and MV Switchgear,Blown fuse on phase S of the 20 kV auxiliary transformer cubicle at GI PLTS,"Insulation resistance test, installation of a replacement fuse on phase S of the 20 kV auxiliary transformer cubicle at GI PLTS, and supply line to PT. ZTPI mess on the secondary line auxiliary transformer",08:00:00,16:00:00,Close,False
Maret 2025,2025-03-04,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-04,Corrective,PLTS 20 kV Substation,MV Switchgear,Intermittent on the connector phase S of the 20 kV auxiliary transformer cubicle at GI PLTS,Adjustment of bolt torque and installation of additional insulation on the connector to prevent the intermittent disturbance from spreading,13:30:00,16:30:00,Close,False
Maret 2025,2025-03-05,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-06,Corrective,STS 6 & Powerhouse,Weather Station 3 (WS-3),Communication Loss,Reading condition on SCADA and Enspire was always at its last state. One of the module components was found to be damaged.,06:00:00,18:00:00,Open,True
Maret 2025,2025-03-06,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-06,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth Fault on GSK.2 in GSK Subtation,"Request outage OG.2 GSK.2 and normalize OG.1 GSK.3 due to trip Earth Fault on GSK.2, Normal shutdown, Reset alarm relay, Close CB, and Normal start",12:23:00,15:36:00,Close,False
Maret 2025,2025-03-06,Corrective,GI-PLTS & Powerhouse,LVMDB,Normalization of the supply line on LVMDB Panel at GI-PLTS,Remove temporary power supply line from the Powerhouse auxiliary transformer to the LVMDB panel at GI PLTS,16:00:00,18:30:00,Close,False
Maret 2025,2025-03-07,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-07,Corrective,Powerhouse,STS 6,"Failure in reading voltage, active power, and reactive power on the LV-A side","Power meter was found to be damaged. The power meter has been replaced, but the failure in reading voltage, active power, and reactive power on the LV-A side persists.",10:00:00,17:00:00,Close,False
Maret 2025,2025-03-08,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-09,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-09,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth Fault on GSK.3 in GSK Subtation,"Request outage OG.1 GSK.3 and normalize OG.2 GSK.2 due to trip Earth Fault on GSK.3, Normal shutdown, Reset alarm relay, Close CB, and Normal start",10:00:00,12:20:00,Close,False
Maret 2025,2025-03-09,Corrective,PLTS 20 kV Substation,MV Switchgear,Anomaly sensing at MCCB Motorized LVMDB Panel GI-PLTS,"Normal shutdown, recharging MCCB, Close CB, and Normal start",10:00:00,12:20:00,Open,False
Maret 2025,2025-03-10,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-11,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-11,Corrective,Powerhouse,STS 6,Communication Loss,Reading condition on SCADA was always at its last state and Enspire could not be accessed,09:00:00,18:00:00,Close,False
Maret 2025,2025-03-11,Preventive,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.1 GSK.3 which has been outage from March 9 due to power limitation on busbar 1 to Gersik Substation,16:58:00,17:02:00,Close,False
Maret 2025,2025-03-12,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-12,Preventive,PLTS 20 kV Substation,MV Switchgear,External Outage,Request Outage Busbar 1 due to Load Maneuver from Transformer 2 to Transformer 1 at GI Mobile Gersik.,08:39:00,09:03:00,Close,False
Maret 2025,2025-03-13,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-13,Corrective,PV Module,PV Table,Shutdown PV String S109-13,"Shutdown request from NPS due to foundation settlement, causing the mounting structure and Solar PV to become wavy.",09:30:00,09:50:00,Close,False
Maret 2025,2025-03-14,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-14,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth Fault on GSK.3 in GSK Subtation,"Request outage OG.1 GSK.3 due to trip Earth Fault on GSK.3, Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:44:00,12:29:00,Close,False
Maret 2025,2025-03-15,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-17,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-17,Corrective,WB 06 (Warranty by ZTPI),STS 6,The voltage on LV B at STS 6 is not being read accurately.,Replacing the fuse connected to the power meter at STS 6.,15:00:00,16:30:00,Close,False
Maret 2025,2025-03-18,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-18,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,Request outage OG.4 because configuration of Sumbu Barat Rest Poll Jumper and activation of GH1 on NST.2 line,09:59:00,11:54:00,Close,False
Maret 2025,2025-03-19,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-19,Corrective,Inverter,Inverter 210,Alarm Device Fault and Grid Loss,Take Inverter Log,16:00:00,16:30:00,Close,False
Maret 2025,2025-03-20,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-21,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-21,Corrective,WB 04 Inverter 10(Warranty by ZTPI),Inverter 410,-,Replacing string cables (DC cable ),14:00:00,15:00:00,Close,False
Maret 2025,2025-03-22,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-22,Corrective,Inverter,Inverter 210,Alarm Device Fault and Grid Loss,Measuring DC string with Insulation Resistance Tester,16:00:00,17:00:00,Close,False
Maret 2025,2025-03-23,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-24,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-24,Corrective,Inverter,Inverter 210,Alarm Device Fault and Grid Loss,Measuring DC string with Insulation Resistance Tester,16:00:00,17:00:00,Close,False
Maret 2025,2025-03-24,Corrective,Inverter,Inverter 222,Alarm External Fan Abnormal,"Visual check, cleaning external fan",15:00:00,16:00:00,Close,False
Maret 2025,2025-03-24,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth fault stage 1 on OG.3 due to auto reclose at NST.5 in GIS Substation,"Normal shutdown, Reset alarm relay, Close CB, and Normal start",14:52:00,15:30:00,Close,False
Maret 2025,2025-03-25,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-26,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-27,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-27,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Overcurrent stage 2 on OG.3 and OG.4 due to interference on lines NST.2 and NST.5,"Normal shutdown, Reset alarm relay, Close CB, and Normal start",06:20:00,07:26:00,Close,False
Maret 2025,2025-03-28,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-28,Corrective,PLTS 20 kV Substation,MV Switchgear,External Trip Earth Fault on GSK.2 in GSK Subtation,"Request outage OG.2 GSK.2 due to trip Earth Fault on GSK.2, Normal shutdown, Reset alarm relay, and close bus coupler",08:05:00,18:00:00,Close,False
Maret 2025,2025-03-29,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-30,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
Maret 2025,2025-03-30,Preventive,PLTS 20 kV Substation,MV Switchgear,External Normalize,Request normalize OG.1 GSK.3 which has been outage from March 14 due to power limitation on busbar 1 to Gersik Substation,19:15:00,19:39:00,Close,False
Maret 2025,2025-03-31,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
April 2025,2025-04-01,Preventive,PV Module,PV Table,Mowing and Herbicide,Mowing to cut the plants and spray herbicide that impact to shading,09:00:00,16:00:00,Close,False
